"player","level","gender","division","team_name","Turns","Ds","Assists","Points","plus_minus","team_games","turns_per_game","ds_per_game","ast_per_game","pts_per_game","pls_mns_per_game","school"
"Sean Wiles","Division 1","Men","Division 1 Men","NC State Alpha",14,4,13,5,8,6,2.333333333,0.666666667,2.166666667,0.833333333,1.333333333,"NC State"
"Scout Noble","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",24,8,16,8,8,6,4,1.333333333,2.666666667,1.333333333,1.333333333,"Wesleyan"
"Raquel Alegria","Division 3","Women","Division 3 Women","Wellesley Whiptails",7,7,4,4,8,6,1.166666667,1.166666667,0.666666667,0.666666667,1.333333333,"Wellesley"
"Peter Kotz","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",1,1,0,8,8,5,0.2,0.2,0,1.6,1.6,"Pittsburgh"
"Oscar Low","Division 1","Men","Division 1 Men","Brown Brownian Motion",4,2,1,9,8,8,0.5,0.25,0.125,1.125,1,"Brown"
"Matthew McKnight","Division 1","Men","Division 1 Men","North Carolina Darkside",10,3,15,0,8,6,1.666666667,0.5,2.5,0,1.333333333,"North Carolina"
"Kiana Hu","Division 1","Women","Division 1 Women","Stanford Superfly",14,4,11,7,8,7,2,0.571428571,1.571428571,1,1.142857143,"Stanford"
"Kai Kirsch","Division 3","Men","Division 3 Men","Whitman Sweets",7,6,3,6,8,6,1.166666667,1,0.5,1,1.333333333,"Whitman"
"Jude Schmiesing","Division 3","Men","Division 3 Men","Franciscan Fatal",22,2,21,7,8,6,3.666666667,0.333333333,3.5,1.166666667,1.333333333,"Franciscan"
"Jonathan Sillivant","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",12,8,10,2,8,5,2.4,1.6,2,0.4,1.6,"Alabama-Huntsville"
"John Clyde","Division 1","Men","Division 1 Men","Texas TUFF",13,0,13,8,8,5,2.6,0,2.6,1.6,1.6,"Texas"
"Jessie Chan","Division 1","Women","Division 1 Women","Tufts EWO",2,0,7,3,8,5,0.4,0,1.4,0.6,1.6,"Tufts"
"Isaac Kaplan","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",1,2,4,3,8,5,0.2,0.4,0.8,0.6,1.6,"Massachusetts"
"Emily Przykucki","Division 1","Women","Division 1 Women","North Carolina Pleiades",13,3,12,6,8,7,1.857142857,0.428571429,1.714285714,0.857142857,1.142857143,"North Carolina"
"Elizabeth Swanson","Division 3","Women","Division 3 Women","Carleton Eclipse",3,1,3,7,8,6,0.5,0.166666667,0.5,1.166666667,1.333333333,"Carleton"
"Dodger Middlebrook","Division 1","Men","Division 1 Men","Cal Poly-SLO Slocore",3,1,2,8,8,7,0.428571429,0.142857143,0.285714286,1.142857143,1.142857143,"Cal Poly SLO"
"Dagny Lott","Division 1","Women","Division 1 Women","Pennsylvania Venus",20,9,15,4,8,5,4,1.8,3,0.8,1.6,"Pennsylvania"
"Charlie Wagner","Division 3","Men","Division 3 Men","Lewis & Clark Bacchus",15,6,16,1,8,6,2.5,1,2.666666667,0.166666667,1.333333333,"Lewis & Clark"
"Cece Rhyneer","Division 3","Women","Division 3 Women","Middlebury Pranksters",4,2,3,7,8,5,0.8,0.4,0.6,1.4,1.6,"Middlebury"
"Carter Halstrom","Division 1","Men","Division 1 Men","Colorado Mambird",0,2,3,3,8,7,0,0.285714286,0.428571429,0.428571429,1.142857143,"Colorado"
"Callahan Bosworth","Division 1","Men","Division 1 Men","Oregon State Beavers",5,2,7,4,8,5,1,0.4,1.4,0.8,1.6,"Oregon State"
"Bennett Schwartz","Division 1","Men","Division 1 Men","Washington University Contra",6,1,5,8,8,5,1.2,0.2,1,1.6,1.6,"Washington University"
"Annie Pozzy","Division 1","Women","Division 1 Women","Vermont Ruckus",6,6,7,1,8,6,1,1,1.166666667,0.166666667,1.333333333,"Vermont"
"Alex Mullen","Division 1","Men","Division 1 Men","Penn State Spank",13,5,9,7,8,5,2.6,1,1.8,1.4,1.6,"Penn State"
"Zoey Hughes","Division 1","Women","Division 1 Women","Oregon Fugue",2,3,1,5,7,6,0.333333333,0.5,0.166666667,0.833333333,1.166666667,"Oregon"
"Zachary Watson-Stevens","Division 1","Men","Division 1 Men","Vermont Chill",5,4,2,6,7,5,1,0.8,0.4,1.2,1.4,"Vermont"
"Wade Nichols","Division 3","Men","Division 3 Men","Whitman Sweets",7,3,5,6,7,6,1.166666667,0.5,0.833333333,1,1.166666667,"Whitman"
"Tej Murthy","Division 1","Men","Division 1 Men","Carleton CUT",6,1,7,5,7,5,1.2,0.2,1.4,1,1.4,"Carleton"
"Tanveer Singh Chabba","Division 3","Men","Division 3 Men","Claremont Braineaters",7,3,7,4,7,6,1.166666667,0.5,1.166666667,0.666666667,1.166666667,"Claremont"
"Sophie Roback","Division 3","Women","Division 3 Women","Colorado College Zenith",18,9,9,7,7,6,3,1.5,1.5,1.166666667,1.166666667,"Colorado College"
"Sophia Palmer","Division 1","Women","Division 1 Women","Washington Element",13,0,15,5,7,5,2.6,0,3,1,1.4,"Washington"
"Sophia Fitch","Division 1","Women","Division 1 Women","California - San Diego D-Co",2,2,3,4,7,5,0.4,0.4,0.6,0.8,1.4,"UCSD"
"Simon Dowdy","Division 3","Men","Division 3 Men","Berry Bucks",9,2,4,10,7,6,1.5,0.333333333,0.666666667,1.666666667,1.166666667,"Berry"
"Sarah Combs","Division 1","Women","Division 1 Women","North Carolina Pleiades",24,5,12,14,7,7,3.428571429,0.714285714,1.714285714,2,1,"North Carolina"
"Sam Green","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",0,2,0,5,7,5,0,0.4,0,1,1.4,"Massachusetts"
"Saaketh Palchuru","Division 1","Men","Division 1 Men","Texas TUFF",1,0,6,2,7,5,0.2,0,1.2,0.4,1.4,"Texas"
"Rowan Keller","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",0,2,1,4,7,6,0,0.333333333,0.166666667,0.666666667,1.166666667,"Richmond"
"Noah Stovitz","Division 1","Men","Division 1 Men","Washington University Contra",0,4,1,2,7,5,0,0.8,0.2,0.4,1.4,"Washington University"
"Nicholas Jeschke","Division 1","Men","Division 1 Men","Washington University Contra",2,1,7,1,7,5,0.4,0.2,1.4,0.2,1.4,"Washington University"
"Naomi Fina","Division 1","Women","Division 1 Women","Carleton Syzygy",4,3,0,8,7,6,0.666666667,0.5,0,1.333333333,1.166666667,"Carleton"
"Morgan Williams","Division 1","Women","Division 1 Women","Utah Spiral Jetty",5,7,2,3,7,5,1,1.4,0.4,0.6,1.4,"Utah"
"Max Rogers","Division 3","Men","Division 3 Men","Middlebury Pranksters",3,2,5,3,7,5,0.6,0.4,1,0.6,1.4,"Middlebury"
"Mason Weybright","Division 1","Men","Division 1 Men","Oregon EGO",1,0,2,6,7,6,0.166666667,0,0.333333333,1,1.166666667,"Oregon"
"Mara Hindery-Glasinovic","Division 1","Women","Division 1 Women","Oregon Fugue",1,3,2,3,7,6,0.166666667,0.5,0.333333333,0.5,1.166666667,"Oregon"
"Madeleine Salunga","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",2,4,2,3,7,6,0.333333333,0.666666667,0.333333333,0.5,1.166666667,"Macalester"
"Liz Crawford","Division 3","Women","Division 3 Women","Middlebury Pranksters",9,7,6,3,7,5,1.8,1.4,1.2,0.6,1.4,"Middlebury"
"Lilliana Werner","Division 1","Women","Division 1 Women","Western Washington Chaos",9,5,9,2,7,5,1.8,1,1.8,0.4,1.4,"Western Washington"
"Lauren Goddu","Division 1","Women","Division 1 Women","Washington Element",9,6,5,5,7,5,1.8,1.2,1,1,1.4,"Washington"
"Lauren Clayter","Division 1","Women","Division 1 Women","Vermont Ruckus",4,0,3,8,7,6,0.666666667,0,0.5,1.333333333,1.166666667,"Vermont"
"Kenni Taylor","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",16,2,13,8,7,5,3.2,0.4,2.6,1.6,1.4,"Alabama-Huntsville"
"Kahlil Gould-Bayba","Division 3","Men","Division 3 Men","Lewis & Clark Bacchus",0,2,0,5,7,6,0,0.333333333,0,0.833333333,1.166666667,"Lewis & Clark"
"Julie Lee","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",7,2,7,5,7,6,1.166666667,0.333333333,1.166666667,0.833333333,1.166666667,"British Columbia"
"Juliana Eno","Division 3","Women","Division 3 Women","St Olaf Vortex",9,8,3,5,7,5,1.8,1.6,0.6,1,1.4,"St Olaf"
"Julia Hasbrook","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",14,3,13,5,7,5,2.8,0.6,2.6,1,1.4,"UCSB"
"Joniah Helperin-Lange","Division 3","Men","Division 3 Men","Lewis & Clark Bacchus",1,5,1,2,7,6,0.166666667,0.833333333,0.166666667,0.333333333,1.166666667,"Lewis & Clark"
"John Laney","Division 1","Men","Division 1 Men","NC State Alpha",1,5,1,2,7,6,0.166666667,0.833333333,0.166666667,0.333333333,1.166666667,"NC State"
"James Whealan","Division 1","Men","Division 1 Men","Cal Poly-SLO Slocore",8,2,7,6,7,7,1.142857143,0.285714286,1,0.857142857,1,"Cal Poly SLO"
"James Baker Jr","Division 1","Men","Division 1 Men","Michigan Magnum",19,4,21,1,7,5,3.8,0.8,4.2,0.2,1.4,"Michigan"
"Isaiah Mason","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",10,6,2,9,7,5,2,1.2,0.4,1.8,1.4,"Alabama-Huntsville"
"Henry Groves","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",10,3,8,6,7,6,1.666666667,0.5,1.333333333,1,1.166666667,"Richmond"
"Hayden Ashley","Division 3","Women","Division 3 Women","Portland UPRoar",41,13,17,18,7,6,6.833333333,2.166666667,2.833333333,3,1.166666667,"Portland"
"Grace Craig","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",3,5,0,5,7,5,0.6,1,0,1,1.4,"UCSB"
"Gavin Zielke","Division 3","Men","Division 3 Men","Berry Bucks",7,2,3,9,7,6,1.166666667,0.333333333,0.5,1.5,1.166666667,"Berry"
"Gabriel Driscoll","Division 3","Men","Division 3 Men","Carleton CHOP",2,1,1,7,7,6,0.333333333,0.166666667,0.166666667,1.166666667,1.166666667,"Carleton"
"Eric Crosby Lehmann","Division 3","Men","Division 3 Men","St Olaf Berzerkers",10,6,7,4,7,6,1.666666667,1,1.166666667,0.666666667,1.166666667,"St Olaf"
"Elijah Hoshide","Division 3","Men","Division 3 Men","Berry Bucks",5,0,7,5,7,6,0.833333333,0,1.166666667,0.833333333,1.166666667,"Berry"
"Doug Hoyer","Division 1","Men","Division 1 Men","Penn State Spank",11,2,11,5,7,5,2.2,0.4,2.2,1,1.4,"Penn State"
"Couper Kerns","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",9,7,3,6,7,5,1.8,1.4,0.6,1.2,1.4,"Oklahoma Christian"
"Cole Krucke","Division 1","Men","Division 1 Men","Georgia Jojah",0,1,3,3,7,5,0,0.2,0.6,0.6,1.4,"Georgia"
"Clara Margulius","Division 1","Women","Division 1 Women","Tufts EWO",1,1,2,5,7,5,0.2,0.2,0.4,1,1.4,"Tufts"
"Callahan Diercks","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",5,2,4,6,7,5,1,0.4,0.8,1.2,1.4,"Alabama-Huntsville"
"Cade White","Division 1","Men","Division 1 Men","Texas TUFF",1,3,0,5,7,5,0.2,0.6,0,1,1.4,"Texas"
"Arianna Edwards","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",5,5,0,7,7,5,1,1,0,1.4,1.4,"SUNY Binghamton"
"Antonio Rueda","Division 1","Men","Division 1 Men","Oregon State Beavers",4,4,5,2,7,5,0.8,0.8,1,0.4,1.4,"Oregon State"
"Anna Pettis","Division 1","Women","Division 1 Women","Washington Element",2,0,2,7,7,5,0.4,0,0.4,1.4,1.4,"Washington"
"Alexander Hunkins","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",5,0,6,6,7,6,0.833333333,0,1,1,1.166666667,"Oberlin"
"Zoe DeLuca","Division 1","Women","Division 1 Women","Georgia Athena",0,0,1,5,6,5,0,0,0.2,1,1.2,"Georgia"
"Zachary Loyd","Division 1","Men","Division 1 Men","Michigan Magnum",2,1,0,7,6,5,0.4,0.2,0,1.4,1.2,"Michigan"
"Timothy Chango Gasset","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",2,2,1,5,6,5,0.4,0.4,0.2,1,1.2,"Pittsburgh"
"Thomas Clayton","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",3,2,0,7,6,6,0.5,0.333333333,0,1.166666667,1,"Missouri S&T"
"Sebastien Kline","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",2,1,0,7,6,6,0.333333333,0.166666667,0,1.166666667,1,"Oberlin"
"Sarah Lang","Division 1","Women","Division 1 Women","Georgia Athena",7,6,3,4,6,5,1.4,1.2,0.6,0.8,1.2,"Georgia"
